Magnitude,Uncertainty,Kmag,Cmag,Comp Star 1,Comp Star 2
38,,,,-1,-1
38,,,,-1,-1
40,,,,-1,-1
40,,,,-1,-1
39,,,,-1,-1
42,,,,-1,-1
42,,,,-1,-1
41,,,,-1,-1
42,,,,15,-1
43,,,,-1,-1
44,,,,-1,-1
47,,,,-1,-1
46,,,,-1,-1
0,,,,0,1
45,,,,-1,-1
0,,,,0,0
46,,,,-1,-1
0,,,,-1,-1
1,,,,4,-1
2,,,,4,-1
4,,,,-1,-1
5,,,,3,2
3,,,,2,1
5,,,,4,1
4,,,,15,-1
6,,,,-1,-1
5,,,,15,-1
6,,,,-1,-1
8,,,,-1,-1
10,,,,-1,-1
8,,,,-1,-1
7,,,,-1,-1
12,,,,-1,-1
7,,,,15,-1
8,,,,-1,-1
7,,,,1,1
13,,,,-1,-1
8,,,,15,-1
7,,,,15,-1
11,,,,-1,-1
13,,,,-1,-1
8,,,,15,-1
8,,,,-1,-1
15,,,,-1,-1
9,,,,15,-1
11,,,,15,-1
13,,,,-1,-1
11,,,,15,-1
17,,,,-1,-1
19,,,,-1,-1
14,,,,13,3
11,,,,15,-1
13,,,,5,4
11,,,,15,-1
13,,,,15,-1
16,,,,-1,-1
18,,,,-1,-1
21,,,,-1,-1
20,,,,-1,-1
21,,,,-1,-1
22,,,,-1,-1
23,,,,-1,-1
22,,,,-1,-1
24,,,,15,-1
24,,,,15,-1
24,,,,-1,-1
24,,,,-1,-1
26,,,,-1,-1
25,,,,-1,-1
27,,,,-1,-1
53,,,,15,-1
30,,,,8,5
51,,,,-1,-1
29,,,,13,3
27,,,,13,3
28,,,,13,3
32,,,,9,6
35,,,,-1,-1
52,,,,7,-1
33,,,,-1,-1
31,,,,9,-1
32,,,,9,6
55,,,,8,-1
36,,,,-1,-1
35,,,,10,6
34,,,,-1,-1
35,,,,11,7
32,,,,9,6
32,,,,10,-1
28,,,,13,3
36,,,,6,3
33,,,,15,-1
61,,,,-1,-1
56,,,,-1,-1
61,,,,15,-1
37,,,,11,7
59,,,,15,-1
57,,,,15,-1
57,,,,-1,-1
63,,,,-1,-1
61,,,,15,-1
63,,,,-1,-1
33,,,,-1,-1
33,,,,15,-1
59,,,,15,-1
59,,,,-1,-1
54,,,,15,-1
54,,,,-1,-1
49,,,,15,-1
49,,,,14,-1
66,,,,12,-1
63,,,,-1,-1
64,,,,15,-1
52,,,,15,-1
62,,,,15,-1
62,,,,15,-1
68,,,,12,-1
60,,,,15,-1
52,,,,15,-1
50,,,,15,-1
59,,,,15,-1
62,,,,15,-1
48,,,,-1,-1
48,,,,-1,-1
62,,,,15,-1
58,,,,15,-1
54,,,,15,-1
67,,,,-1,-1
52,,,,15,-1
65,,,,-1,-1
25,,,,-1,-1
60,,,,9,-1
