Magnitude,Uncertainty,Kmag,Cmag,Comp Star 1,Comp Star 2
775,0.005,,,19,-1
780,0.006,,,25,-1
778,,,,64,-1
784,,,,-1,-1
779,,,,-1,-1
779,,,,63,48
784,,,,65,48
782,,,,64,49
790,,,,93,-1
774,0.01,,9.391,-1,-1
799,0.01,,9.761,-1,-1
789,0.01,,9.585,-1,-1
776,0.01,,9.471,-1,-1
793,,,,72,-1
786,,,,65,48
786,,,,65,48
807,,,,-1,-1
796,,,,-1,-1
796,,,,67,47
812,,,,73,53
815,0.058,8.749,7.97,65,48
803,0.057,7.75,7.76,65,48
817,,,,73,16
807,,,,73,53
812,,,,74,52
812,,,,73,53
855,,,,77,53
817,,,,73,53
777,0.01,,9.391,-1,-1
783,0.01,,9.471,-1,-1
814,0.01,,9.585,-1,-1
882,0.01,,9.761,-1,-1
816,,,,73,53
812,,,,73,53
855,,,,73,53
816,,,,-1,-1
855,,,,79,-1
896,,,,72,53
821,0.007,10.133,,1,56
830,0.007,10.132,,1,56
1208,,,,62,-1
818,0.007,10.124,,1,56
825,0.007,10.128,,1,56
830,0.007,10.141,,1,56
828,0.007,10.133,,1,56
829,0.007,10.137,,1,56
829,0.007,10.123,,1,56
835,0.007,10.131,,1,56
834,0.007,10.14,,1,56
824,0.007,10.115,,1,56
832,0.007,10.144,,1,56
828,0.007,10.142,,1,56
823,0.007,10.117,,1,56
969,,,,-1,-1
826,0.007,10.139,,1,56
829,0.007,10.152,,1,56
828,0.007,10.137,,1,56
830,0.007,10.13,,1,56
838,0.007,10.154,,1,56
827,0.007,10.15,,1,56
839,0.007,10.141,,1,56
836,0.007,10.15,,1,56
834,0.007,10.139,,1,56
807,,,,66,12
930,,,,78,16
855,,,,73,53
914,,,,73,53
849,,,9.585,-1,-1
861,,,9.585,-1,-1
888,,,9.585,-1,-1
839,,,9.585,-1,-1
884,,,9.585,-1,-1
848,,,9.585,-1,-1
882,,,9.585,-1,-1
840,,,9.585,-1,-1
887,,,9.585,-1,-1
886,,,9.585,-1,-1
849,,,9.585,-1,-1
875,,,9.585,-1,-1
820,,,9.585,-1,-1
846,,,9.585,-1,-1
856,,,9.585,-1,-1
866,,,9.585,-1,-1
833,,,9.585,-1,-1
930,,,,68,12
845,,,9.585,-1,-1
890,,,9.585,-1,-1
860,,,9.585,-1,-1
836,,,9.585,-1,-1
882,,,9.585,-1,-1
822,,,9.585,-1,-1
819,,,9.585,-1,-1
878,,,9.585,-1,-1
875,,,9.585,-1,-1
876,,,9.585,-1,-1
853,,,9.585,-1,-1
894,,,9.585,-1,-1
860,,,9.585,-1,-1
846,,,9.585,-1,-1
891,,,9.585,-1,-1
871,,,9.585,-1,-1
889,,,9.585,-1,-1
881,,,9.585,-1,-1
874,,,9.585,-1,-1
