Magnitude,Uncertainty,Kmag,Cmag,Comp Star 1,Comp Star 2
201,,,,-1,-1
206,,,,-1,-1
10,,,,-1,-1
206,,,,-1,-1
205,,,,-1,-1
0,,,,-1,-1
205,,,,-1,-1
2,,,,-1,-1
202,,,,-1,-1
2,,,,-1,-1
202,,,,-1,-1
203,,,,-1,-1
0,,,,-1,-1
10,,,,-1,-1
0,,,,-1,-1
10,,,,-1,-1
5,,,,-1,-1
10,,,,-1,-1
12,,,,-1,-1
206,,,,-1,-1
203,,,,-1,-1
0,,,,-1,-1
12,,,,-1,-1
0,,,,-1,-1
204,,,,-1,-1
2,,,,-1,-1
205,,,,-1,-1
10,,,,-1,-1
204,,,,-1,-1
203,,,,-1,-1
5,,,,-1,-1
204,,,,-1,-1
0,,,,-1,-1
203,,,,-1,-1
10,,,,-1,-1
14,,,,-1,-1
14,,,,-1,-1
12,,,,-1,-1
27,,,,-1,-1
10,,,,-1,-1
14,,,,-1,-1
5,,,,-1,-1
14,,,,-1,-1
23,,,,-1,-1
10,,,,-1,-1
203,,,,-1,-1
5,,,,-1,-1
0,,,,-1,-1
10,,,,-1,-1
2,,,,-1,-1
2,,,,-1,-1
12,,,,-1,-1
0,,,,-1,-1
2,,,,-1,-1
256,,,,-1,-1
2,,,,-1,-1
0,,,,-1,-1
206,,,,-1,-1
8,,,,-1,-1
5,,,,-1,-1
14,,,,-1,-1
14,,,,-1,-1
10,,,,-1,-1
14,,,,-1,-1
14,,,,-1,-1
208,,,,-1,-1
12,,,,-1,-1
5,,,,-1,-1
14,,,,-1,-1
27,,,,-1,-1
12,,,,-1,-1
2,,,,-1,-1
2,,,,-1,-1
2,,,,-1,-1
2,,,,-1,-1
5,,,,-1,-1
12,,,,-1,-1
12,,,,-1,-1
206,,,,-1,-1
15,,,,-1,-1
15,,,,-1,-1
10,,,,-1,-1
10,,,,-1,-1
12,,,,-1,-1
15,,,,-1,-1
12,,,,-1,-1
12,,,,-1,-1
23,,,,-1,-1
10,,,,-1,-1
10,,,,-1,-1
5,,,,-1,-1
10,,,,-1,-1
5,,,,-1,-1
15,,,,-1,-1
0,,,,-1,-1
10,,,,-1,-1
2,,,,-1,-1
0,,,,-1,-1
10,,,,-1,-1
10,,,,-1,-1
10,,,,-1,-1
5,,,,-1,-1
0,,,,-1,-1
5,,,,-1,-1
12,,,,-1,-1
5,,,,-1,-1
15,,,,-1,-1
14,,,,-1,-1
8,,,,-1,-1
208,,,,-1,-1
10,,,,-1,-1
14,,,,-1,-1
5,,,,-1,-1
15,,,,-1,-1
15,,,,-1,-1
23,,,,-1,-1
206,,,,-1,-1
10,,,,-1,-1
12,,,,-1,-1
14,,,,-1,-1
205,,,,-1,-1
10,,,,-1,-1
14,,,,-1,-1
14,,,,-1,-1
14,,,,-1,-1
10,,,,-1,-1
10,,,,-1,-1
15,,,,-1,-1
12,,,,-1,-1
206,,,,-1,-1
12,,,,-1,-1
15,,,,-1,-1
10,,,,-1,-1
2,,,,-1,-1
208,,,,-1,-1
10,,,,-1,-1
207,,,,-1,-1
207,,,,-1,-1
15,,,,-1,-1
206,,,,-1,-1
10,,,,-1,-1
19,,,,-1,-1
15,,,,-1,-1
23,,,,-1,-1
10,,,,-1,-1
10,,,,-1,-1
12,,,,-1,-1
10,,,,-1,-1
