Magnitude,Uncertainty,Kmag,Cmag,Comp Star 1,Comp Star 2
35,,,,-1,-1
33,,,,-1,-1
34,,,,-1,-1
37,,,,-1,-1
36,,,,-1,-1
41,,,,-1,-1
38,,,,13,-1
43,,,,18,-1
44,,,,16,1
42,,,,15,0
44,,,,16,1
39,,,,-1,-1
40,,,,15,0
45,,,,-1,-1
48,,,,-1,-1
49,,,,-1,-1
51,,,,-1,-1
46,,,,19,0
46,,,,16,1
47,,,,16,-1
47,,,,-1,-1
46,,,,-1,-1
53,,,,19,4
50,,,,14,-1
54,,,,20,2
54,,,,19,4
54,,,,20,6
55,,,,-1,-1
55,,,,19,4
4,,,,0,10
52,,,,19,-1
0,,,,-1,-1
1,,,,19,4
2,,,,21,5
53,,,,19,3
3,,,,18,-1
5,,,,20,6
2,,,,22,-1
5,,,,-1,-1
54,,,,-1,-1
6,,,,2,16
8,,,,21,5
8,,,,1,7
11,,,,-1,-1
6,,,,22,-1
10,,,,-1,-1
7,,,,19,4
7,,,,3,7
9,,,,4,8
9,,,,4,8
10,,,,19,-1
8,,,,3,7
13,,,,3,8
12,,,,4,8
8,,,,22,-1
12,,,,-1,-1
15,,,,3,8
14,,,,3,9
15,,,,22,-1
15,,,,-1,-1
10,,,,4,-1
15,,,,6,-1
58,,,,7,-1
19,,,,22,-1
19,,,,-1,-1
57,,,,-1,-1
19,,,,3,8
56,,,,4,-1
16,,,,7,12
17,,,,22,-1
20,,,,22,-1
20,,,,-1,-1
17,,,,-1,-1
57,,,,-1,-1
57,,,,4,8
22,,,,3,8
18,,,,7,12
24,,,,-1,-1
21,,,,-1,-1
70,,,,-1,-1
22,,,,22,-1
22,,,,-1,-1
19,,,,3,8
21,,,,6,-1
23,,,,-1,-1
59,,,,4,8
20,,,,7,12
23,,,,-1,-1
60,,,,8,13
21,,,,4,8
25,,,,9,14
60,,,,11,-1
70,,,,-1,-1
61,,,,-1,-1
59,,,,22,-1
60,,,,4,-1
60,,,,8,13
26,,,,6,-1
28,,,,-1,-1
69,,,,-1,-1
30,,,,-1,-1
68,,,,17,-1
70,,,,-1,-1
63,,,,11,15
57,,,,5,-1
63,,,,11,15
59,,,,22,-1
27,,,,-1,-1
29,,,,-1,-1
59,,,,22,-1
31,,,,-1,-1
70,,,,-1,-1
31,,,,-1,-1
27,,,,10,-1
59,,,,22,-1
64,,,,12,-1
59,,,,22,-1
65,,,,-1,-1
32,,,,-1,-1
64,,,,12,-1
56,,,,4,-1
66,,,,-1,-1
70,,,,-1,-1
60,,,,11,-1
62,,,,9,14
66,,,,-1,-1
59,,,,6,11
67,,,,-1,-1
67,,,,-1,-1
14,,,,19,4
70,,,,20,-1
70,,,,20,-1
68,,,,19,-1
