Magnitude,Uncertainty,Kmag,Cmag,Comp Star 1,Comp Star 2
113,,,,-1,-1
113,,,,-1,-1
113,,,,71,42
113,,,,-1,-1
115,,,,-1,-1
103,,,,74,39
110,,,,74,-1
110,,,,-1,-1
110,,,,72,-1
110,,,,74,-1
116,,,,75,41
115,,,,-1,-1
103,,,,-1,-1
110,,,,74,-1
99,,,,-1,-1
116,,,,-1,-1
105,,,,-1,-1
104,,,,-1,-1
107,,,,-1,-1
107,,,,-1,-1
116,,,,73,42
106,,,,-1,-1
107,,,,-1,-1
108,,,,-1,-1
109,,,,-1,-1
109,,,,-1,-1
106,,,,-1,-1
111,,,,-1,-1
109,,,,-1,-1
112,,,,-1,-1
114,,,,-1,-1
117,,,,79,42
103,,,,-1,-1
113,,,,74,42
121,,,,82,46
126,,,,80,49
121,,,,80,49
118,,,,81,44
121,,,,-1,-1
129,,,,95,-1
125,,,,80,49
124,,,,80,49
126,,,,77,-1
124,,,,82,46
125,,,,-1,-1
117,,,,80,43
121,,,,-1,-1
129,,,,78,47
125,,,,84,49
124,,,,76,-1
131,,,,86,-1
125,,,,-1,-1
124,,,,-1,-1
121,,,,-1,-1
126,,,,80,49
124,,,,80,48
125,,,,-1,-1
125,,,,-1,-1
103,,,,11,-1
126,,,,82,49
129,,,,-1,-1
129,,,,-1,-1
131,,,,98,50
126,,,,-1,-1
129,,,,98,-1
121,,,,0,0
125,,,,83,48
131,,,,80,53
125,,,,82,49
126,,,,82,49
126,,,,80,49
129,,,,-1,-1
124,,,,82,46
133,,,,-1,-1
102,,,,97,-1
124,,,,-1,-1
131,,,,-1,-1
100,,,,96,-1
133,,,,-1,-1
129,,,,-1,-1
123,,,,99,-1
134,,,,100,49
133,,,,-1,-1
133,,,,88,-1
131,,,,94,53
133,,,,98,53
135,,,,-1,-1
133,,,,85,49
133,,,,98,50
129,,,,85,49
131,,,,85,49
129,,,,94,45
131,,,,98,50
135,,,,98,53
135,,,,-1,-1
135,,,,98,50
130,,,,126,6
136,,,,-1,-1
136,,,,100,53
135,,,,0,0
135,,,,87,-1
136,,,,98,52
134,,,,100,53
135,,,,-1,-1
137,,,,100,53
135,,,,100,53
134,,,,89,-1
134,,,,-1,-1
131,,,,-1,-1
134,,,,98,50
135,,,,98,53
135,,,,-1,-1
133,,,,11,-1
134,,,,-1,-1
135,,,,98,53
125,,,,-1,-1
135,,,,100,53
136,,,,101,53
138,,,,-1,-1
138,,,,91,55
140,,,,103,59
136,,,,89,-1
134,,,,-1,-1
131,,,,98,53
138,,,,103,59
134,,,,98,50
135,,,,100,53
203,,,,94,-1
134,,,,98,50
135,,,,98,53
131,,,,-1,-1
134,,,,100,53
129,,,,-1,-1
128,,,,99,-1
101,,,,96,-1
136,,,,100,53
131,,,,-1,-1
135,,,,94,53
138,,,,103,57
136,,,,98,50
134,,,,98,50
134,,,,-1,-1
134,,,,103,49
133,,,,98,50
136,,,,100,53
135,,,,-1,-1
140,,,,103,57
143,,,,104,58
145,,,,119,62
146,,,,119,62
148,,,,124,65
140,,,,103,57
137,,,,98,50
141,,,,103,57
140,,,,103,57
135,,,,98,50
141,,,,103,57
136,,,,-1,-1
141,,,,91,55
138,,,,98,53
143,,,,98,57
136,,,,98,53
140,,,,-1,-1
136,,,,100,53
138,,,,-1,-1
141,,,,103,58
135,,,,-1,-1
141,,,,-1,-1
138,,,,90,-1
140,,,,103,57
138,,,,-1,-1
137,,,,100,53
135,,,,98,53
140,,,,101,53
136,,,,100,53
143,,,,0,-1
136,,,,100,53
141,,,,103,57
136,,,,94,53
141,,,,-1,-1
137,,,,-1,-1
138,,,,-1,-1
136,,,,100,53
138,,,,98,53
134,,,,-1,-1
144,,,,120,57
137,,,,-1,-1
137,,,,103,59
138,,,,-1,-1
140,,,,103,57
138,,,,103,57
140,,,,103,57
122,,,,133,-1
140,,,,130,-1
135,,,,103,49
140,,,,103,57
141,,,,103,57
145,,,,127,58
144,,,,103,57
144,,,,117,59
140,,,,100,53
148,,,,124,65
143,,,,103,57
140,,,,-1,-1
146,,,,120,64
141,,,,0,0
146,,,,91,55
141,,,,92,-1
140,,,,-1,-1
138,,,,103,57
143,,,,-1,-1
145,,,,117,61
141,,,,103,57
141,,,,11,-1
145,,,,120,-1
143,,,,103,59
144,,,,103,60
145,,,,118,-1
151,,,,-1,-1
141,,,,103,57
143,,,,0,-1
140,,,,98,57
145,,,,117,59
145,,,,120,60
151,,,,120,57
145,,,,-1,-1
145,,,,117,59
146,,,,120,62
151,,,,120,65
145,,,,103,59
140,,,,103,59
143,,,,117,-1
149,,,,127,58
146,,,,120,65
150,,,,127,5
148,,,,117,60
150,,,,120,65
148,,,,120,62
145,,,,0,0
153,,,,-1,-1
149,,,,-1,-1
150,,,,-1,-1
148,,,,-1,-1
148,,,,106,-1
146,,,,120,65
153,,,,109,-1
151,,,,-1,-1
151,,,,109,-1
149,,,,124,63
146,,,,120,60
149,,,,-1,-1
150,,,,125,65
153,,,,127,3
150,,,,103,59
150,,,,120,65
151,,,,-1,-1
143,,,,103,57
143,,,,103,59
146,,,,-1,-1
145,,,,-1,-1
145,,,,-1,-1
149,,,,110,56
150,,,,120,64
148,,,,-1,-1
148,,,,107,-1
146,,,,122,-1
148,,,,-1,-1
149,,,,-1,-1
153,,,,-1,-1
148,,,,120,64
150,,,,120,65
150,,,,117,59
148,,,,-1,-1
146,,,,120,60
150,,,,-1,-1
150,,,,120,65
145,,,,-1,-1
149,,,,117,59
112,,,,96,-1
142,,,,99,-1
146,,,,-1,-1
144,,,,-1,-1
150,,,,-1,-1
148,,,,120,62
146,,,,120,62
148,,,,120,62
149,,,,120,60
145,,,,-1,-1
143,,,,103,59
144,,,,103,59
147,,,,130,-1
131,,,,133,-1
153,,,,120,65
149,,,,117,60
148,,,,120,62
149,,,,-1,-1
149,,,,120,65
153,,,,-1,-1
151,,,,108,-1
151,,,,109,-1
150,,,,123,-1
149,,,,124,62
153,,,,112,-1
153,,,,109,-1
149,,,,120,65
150,,,,-1,-1
151,,,,120,65
150,,,,121,-1
156,,,,-1,-1
150,,,,129,-1
144,,,,105,-1
150,,,,117,59
149,,,,0,0
146,,,,120,62
0,,,,-1,-1
151,,,,-1,-1
151,,,,120,64
