Magnitude,Uncertainty,Kmag,Cmag,Comp Star 1,Comp Star 2
36,,,,-1,-1
36,,,,-1,-1
30,,,,-1,-1
46,,,,-1,-1
36,,,,-1,-1
38,,,,-1,-1
43,,,,-1,-1
38,,,,-1,-1
30,,,,-1,-1
38,,,,-1,-1
36,,,,-1,-1
39,,,,-1,-1
33,,,,-1,-1
30,,,,-1,-1
36,,,,-1,-1
36,,,,-1,-1
28,,,,-1,-1
33,,,,-1,-1
38,,,,-1,-1
36,,,,-1,-1
33,,,,-1,-1
36,,,,-1,-1
36,,,,-1,-1
38,,,,-1,-1
28,,,,-1,-1
36,,,,-1,-1
29,,,,-1,-1
39,,,,-1,-1
39,,,,-1,-1
39,,,,-1,-1
38,,,,-1,-1
33,,,,-1,-1
38,,,,-1,-1
38,,,,-1,-1
36,,,,-1,-1
39,,,,-1,-1
36,,,,-1,-1
30,,,,-1,-1
97,,,,-1,-1
38,,,,-1,-1
36,,,,-1,-1
36,,,,-1,-1
38,,,,-1,-1
36,,,,-1,-1
42,,,,-1,-1
38,,,,-1,-1
47,,,,-1,-1
36,,,,-1,-1
30,,,,-1,-1
38,,,,48,-1
38,,,,-1,-1
38,,,,-1,-1
39,,,,-1,-1
38,,,,48,-1
36,,,,-1,-1
40,,,,-1,-1
40,,,,-1,-1
38,,,,48,-1
39,,,,-1,-1
43,,,,-1,-1
43,,,,-1,-1
36,,,,-1,-1
38,,,,-1,-1
43,,,,-1,-1
30,,,,-1,-1
40,,,,41,22
38,,,,48,-1
40,,,,-1,-1
38,,,,-1,-1
36,,,,-1,-1
39,,,,-1,-1
30,,,,-1,-1
29,,,,39,19
38,,,,-1,-1
29,,,,-1,-1
28,,,,-1,-1
29,,,,-1,-1
29,,,,-1,-1
38,,,,-1,-1
28,,,,-1,-1
33,,,,-1,-1
33,,,,-1,-1
38,,,,-1,-1
36,,,,48,-1
36,,,,-1,-1
33,,,,-1,-1
39,,,,-1,-1
38,,,,-1,-1
39,,,,-1,-1
36,,,,-1,-1
43,,,,48,-1
40,,,,-1,-1
43,,,,-1,-1
30,,,,-1,-1
47,,,,-1,-1
42,,,,-1,-1
40,,,,-1,-1
39,,,,48,-1
46,,,,-1,-1
43,,,,-1,-1
42,,,,-1,-1
42,,,,-1,-1
42,,,,-1,-1
40,,,,-1,-1
30,,,,-1,-1
42,,,,41,20
46,,,,-1,-1
42,,,,-1,-1
39,,,,48,-1
43,,,,-1,-1
30,,,,-1,-1
38,,,,-1,-1
40,,,,-1,-1
40,,,,-1,-1
40,,,,-1,-1
38,,,,-1,-1
39,,,,48,-1
43,,,,-1,-1
39,,,,48,-1
43,,,,-1,-1
47,,,,-1,-1
43,,,,-1,-1
36,,,,-1,-1
46,,,,-1,-1
2,,,,-1,-1
43,,,,-1,-1
46,,,,-1,-1
42,,,,-1,-1
42,,,,-1,-1
0,,,,-1,-1
1,,,,46,3
43,,,,-1,-1
38,,,,-1,-1
46,,,,44,-1
46,,,,-1,-1
40,,,,-1,-1
42,,,,-1,-1
39,,,,48,-1
46,,,,-1,-1
39,,,,-1,-1
46,,,,-1,-1
0,,,,-1,-1
39,,,,-1,-1
40,,,,-1,-1
39,,,,-1,-1
40,,,,-1,-1
46,,,,-1,-1
43,,,,-1,-1
43,,,,48,-1
47,,,,-1,-1
2,,,,-1,-1
43,,,,-1,-1
43,,,,-1,-1
30,,,,-1,-1
43,,,,44,-1
42,,,,-1,-1
39,,,,-1,-1
36,,,,-1,-1
36,,,,-1,-1
40,,,,-1,-1
43,,,,-1,-1
40,,,,-1,-1
40,,,,-1,-1
0,,,,-1,-1
0,,,,46,3
46,,,,-1,-1
46,,,,-1,-1
38,,,,48,-1
46,,,,-1,-1
43,,,,-1,-1
40,,,,-1,-1
46,,,,-1,-1
40,,,,-1,-1
46,,,,-1,-1
40,,,,-1,-1
36,,,,-1,-1
0,,,,-1,-1
39,,,,48,-1
39,,,,-1,-1
39,,,,-1,-1
42,,,,-1,-1
46,,,,-1,-1
39,,,,48,-1
