Magnitude,Uncertainty,Kmag,Cmag,Comp Star 1,Comp Star 2
21,,,,-1,-1
21,,,,-1,-1
28,,,,-1,-1
28,,,,-1,-1
25,,,,-1,-1
28,,,,-1,-1
46,,,,38,45
35,,,,36,43
36,,,,-1,-1
37,,,,-1,-1
37,,,,27,23
43,,,,-1,-1
41,,,,-1,-1
37,,,,5,4
45,,,,39,-1
36,,,,22,24
36,,,,-1,-1
37,,,,31,20
39,,,,25,28
37,,,,-1,-1
40,,,,-1,-1
40,,,,8,-1
37,,,,6,5
31,,,,5,4
32,,,,4,2
40,,,,-1,-1
37,,,,21,21
34,,,,5,4
37,,,,-1,-1
40,,,,4,5
40,,,,-1,-1
40,,,,7,5
38,,,,21,21
38,,,,7,5
40,,,,8,6
40,,,,-1,-1
42,,,,-1,-1
49,,,,33,27
26,,,,18,17
25,,,,19,15
28,,,,18,17
25,,,,2,1
26,,,,18,17
26,,,,-1,-1
26,,,,18,16
30,,,,-1,-1
24,,,,-1,-1
28,,,,0,2
23,,,,-1,-1
25,,,,2,1
22,,,,17,16
23,,,,18,16
25,,,,18,16
23,,,,1,0
25,,,,18,16
25,,,,2,1
25,,,,19,15
25,,,,18,16
29,,,,28,30
27,,,,24,26
25,,,,1,0
33,,,,-1,-1
28,,,,2,1
28,,,,18,16
28,,,,18,16
28,,,,3,5
32,,,,-1,-1
45,,,,33,27
0,,,,33,27
44,,,,-1,-1
5,,,,11,10
4,,,,-1,-1
7,,,,39,19
6,,,,13,-1
4,,,,40,34
7,,,,13,-1
1,,,,37,32
4,,,,40,34
7,,,,12,10
6,,,,13,-1
4,,,,40,34
8,,,,13,-1
7,,,,-1,-1
1,,,,37,32
2,,,,37,32
4,,,,40,34
3,,,,40,34
3,,,,-1,-1
4,,,,40,34
2,,,,41,27
5,,,,12,10
4,,,,40,34
2,,,,-1,-1
9,,,,-1,-1
5,,,,40,34
5,,,,40,34
1,,,,-1,-1
4,,,,12,10
11,,,,28,30
5,,,,12,10
2,,,,37,33
2,,,,37,33
0,,,,-1,-1
0,,,,11,-1
37,,,,23,18
36,,,,23,18
35,,,,4,3
36,,,,23,18
37,,,,23,18
32,,,,4,3
32,,,,3,1
34,,,,21,18
34,,,,21,18
35,,,,4,4
36,,,,4,4
34,,,,21,18
37,,,,-1,-1
38,,,,21,18
37,,,,4,4
36,,,,22,20
38,,,,31,20
44,,,,9,-1
36,,,,-1,-1
45,,,,9,-1
49,,,,9,8
3,,,,11,10
6,,,,-1,-1
5,,,,-1,-1
9,,,,12,10
9,,,,13,-1
9,,,,12,10
7,,,,-1,-1
10,,,,-1,-1
8,,,,-1,-1
8,,,,-1,-1
